epoch;dice_coeff;loss;val_dice_coeff;val_loss
0;0.21531273424625397;0.7846871018409729;0.32225874066352844;0.676541268825531
0;0.2720419764518738;0.727958083152771;0.25010958313941956;0.7474331259727478
0;0.29921355843544006;0.7007863521575928;0.35708481073379517;0.6387550830841064
0;0.3203579783439636;0.6796420812606812;0.37177956104278564;0.6232315897941589
0;0.33713051676750183;0.6628692150115967;0.3899666965007782;0.606651782989502
0;0.3466590940952301;0.6533408761024475;0.38973212242126465;0.606895923614502
0;0.3714894652366638;0.6285106539726257;0.43356597423553467;0.5646381378173828
0;0.37932178378105164;0.6206779479980469;0.4115010201931;0.5858441591262817
0;0.3896486163139343;0.6103515028953552;0.48820677399635315;0.5118943452835083
0;0.40791839361190796;0.592081606388092;0.44257816672325134;0.5545260906219482
0;0.42430242896080017;0.575697660446167;0.48827314376831055;0.5100221037864685
0;0.44930320978164673;0.5506967306137085;0.5135285258293152;0.48811665177345276
0;0.44042450189590454;0.5595756769180298;0.5363666415214539;0.4683780372142792
0;0.461299866437912;0.5387001037597656;0.5429616570472717;0.45480287075042725
0;0.4796777665615082;0.520322322845459;0.59500652551651;0.4071982502937317
0;0.4965008795261383;0.5034990906715393;0.5735439658164978;0.4260595142841339
0;0.4951329231262207;0.5048670768737793;0.602938175201416;0.4005140960216522
0;0.5235504508018494;0.47644954919815063;0.6338379979133606;0.3712586760520935
0;0.5343568921089172;0.4656430780887604;0.6112685203552246;0.3914491534233093
0;0.5391619801521301;0.46083804965019226;0.5979639887809753;0.40615344047546387
0;0.5584146976470947;0.4415852427482605;0.6789004802703857;0.32565227150917053
0;0.5695520043373108;0.43044793605804443;0.6365140080451965;0.3651873469352722
0;0.577894389629364;0.42210569977760315;0.6927133202552795;0.31271666288375854
0;0.5862286686897278;0.4137711524963379;0.6102866530418396;0.39779675006866455
0;0.6065061092376709;0.3934938311576843;0.5963449478149414;0.40402674674987793
0;0.6004843711853027;0.39951571822166443;0.7236456871032715;0.2771160304546356
0;0.603085994720459;0.39691397547721863;0.7009948492050171;0.30532583594322205
0;0.620818555355072;0.37918129563331604;0.7387595772743225;0.266554057598114
0;0.633122444152832;0.3668776750564575;0.7272576093673706;0.2777334749698639
0;0.6354833245277405;0.3645167946815491;0.7192531824111938;0.27929407358169556
0;0.6425257325172424;0.35747435688972473;0.7201515436172485;0.28589746356010437
0;0.6433380842208862;0.3566620647907257;0.7619159817695618;0.23975548148155212
0;0.6578305959701538;0.3421696424484253;0.7806408405303955;0.22375749051570892
0;0.6761349439620972;0.32386520504951477;0.7062518000602722;0.300548791885376
0;0.6720153093338013;0.32798466086387634;0.7415359616279602;0.2640242874622345
0;0.6803472638130188;0.319652795791626;0.7279679775238037;0.2780494689941406
0;0.6765545606613159;0.3234454393386841;0.7610600590705872;0.24391056597232819
0;0.6862856149673462;0.31371432542800903;0.7547063827514648;0.2507701516151428
0;0.684893786907196;0.31510618329048157;0.7276730537414551;0.27786144614219666
0;0.6955173015594482;0.3044825494289398;0.7807996273040771;0.22361722588539124
0;0.6987322568893433;0.30126768350601196;0.7789190411567688;0.2260926365852356
0;0.7098957896232605;0.2901039719581604;0.7452619671821594;0.2603144943714142
0;0.7115580439567566;0.28844204545021057;0.7756044268608093;0.22939106822013855
0;0.7066309452056885;0.2933690845966339;0.7731167078018188;0.2318248748779297
0;0.7085219025611877;0.2914781868457794;0.771123468875885;0.23407144844532013
0;0.7209588885307312;0.2790408730506897;0.7774473428726196;0.22709350287914276
0;0.7087417244911194;0.2912583649158478;0.738067090511322;0.26797619462013245
0;0.7025656700134277;0.2974344491958618;0.7692673802375793;0.23540356755256653
0;0.7284792065620422;0.271520733833313;0.8138841986656189;0.18969929218292236
0;0.7379413843154907;0.26205864548683167;0.7943589091300964;0.21026724576950073
0;0.7175886631011963;0.28241100907325745;0.8416979312896729;0.16124789416790009
0;0.7211715579032898;0.278828501701355;0.804367184638977;0.19954665005207062
0;0.7455991506576538;0.2544010281562805;0.7121798396110535;0.2926066815853119
0;0.7340090274810791;0.26599106192588806;0.8018877506256104;0.2021622657775879
0;0.7463024258613586;0.25369781255722046;0.777349054813385;0.2274600863456726
0;0.7353599071502686;0.264640212059021;0.818038284778595;0.18544143438339233
0;0.7380170226097107;0.261983186006546;0.8192415833473206;0.18429161608219147
0;0.7457570433616638;0.25424277782440186;0.8021913170814514;0.20177114009857178
0;0.7503839135169983;0.24961604177951813;0.8010688424110413;0.2028380036354065
0;0.7485825419425964;0.251417338848114;0.8163946270942688;0.1874324232339859
0;0.7512896060943604;0.24871039390563965;0.7917187809944153;0.21267147362232208
0;0.7402247190475464;0.2597752809524536;0.8231573104858398;0.18015597760677338
0;0.7468718886375427;0.25312817096710205;0.7853115797042847;0.21940115094184875
0;0.7572027444839478;0.2427971363067627;0.8304311037063599;0.17283503711223602
0;0.7518054246902466;0.24819479882717133;0.8281069993972778;0.17528849840164185
0;0.7510102987289429;0.24898973107337952;0.8223728537559509;0.18097351491451263
0;0.7607015371322632;0.23929832875728607;0.8076463341712952;0.1963896006345749
0;0.7611119747161865;0.23888778686523438;0.8163347840309143;0.18745724856853485
0;0.7587850689888;0.2412148416042328;0.8419575691223145;0.16084349155426025
0;0.7468500137329102;0.25314992666244507;0.8429474234580994;0.15978170931339264
0;0.7675515413284302;0.23244836926460266;0.7639586329460144;0.24145859479904175
0;0.7665407657623291;0.23345938324928284;0.7928526401519775;0.21162599325180054
0;0.7794948220252991;0.22050516307353973;0.8371855616569519;0.166123166680336
